yyyydddhhmm_ID,dunno,airTemperature  ,dewPoint               ,windDirection          ,windSpeed              ,maximumWindGust       ,cloudCover             ,solarRadiation         ,barometricPressure     ,waterTemperature       ,significantWaveHeight ,wavePeriod   
200508120061PTIM4   ,9,29.1,999.9,320,7.0,9.9,999,9999.9,30.3,99.9,99.9,99.9
200508120241PTIM4   ,9,28.8,999.9,320,11.1,12.1,999,9999.9,30.3,99.9,99.9,99.9
200508120301PTIM4   ,9,28.8,999.9,320,9.9,11.1,999,9999.9,30.3,99.9,99.9,99.9
200508120361PTIM4   ,9,28.8,999.9,310,11.1,12.1,999,9999.9,30.3,99.9,99.9,99.9
200508120481PTIM4   ,9,28.8,999.9,310,9.9,11.1,999,9999.9,30.3,99.9,99.9,99.9
200508120541PTIM4   ,9,28.8,999.9,320,8.9,11.1,999,9999.9,30.3,99.9,99.9,99.9
200508121001PTIM4   ,9,28.6,999.9,320,8.9,11.1,999,9999.9,30.3,99.9,99.9,99.9
200508121061PTIM4   ,9,28.6,999.9,320,8.9,11.1,999,9999.9,30.3,99.9,99.9,99.9
200508121181PTIM4   ,9,28.4,999.9,320,8.0,9.9,999,9999.9,30.3,99.9,99.9,99.9
200508121241PTIM4   ,9,28.2,999.9,320,11.1,13.0,999,9999.9,30.3,99.9,99.9,99.9
200508121301PTIM4   ,9,28.0,999.9,310,11.1,13.0,999,9999.9,30.3,99.9,99.9,99.9
200508121361PTIM4   ,9,28.0,999.9,310,9.9,13.0,999,9999.9,30.3,99.9,99.9,99.9
200508121481PTIM4   ,9,27.9,999.9,310,9.9,12.1,999,9999.9,30.3,99.9,99.9,99.9
200508121541PTIM4   ,9,27.9,999.9,320,8.9,11.1,999,9999.9,30.3,99.9,99.9,99.9
200508122001PTIM4   ,9,27.7,999.9,320,11.1,12.1,999,9999.9,30.3,99.9,99.9,99.9
200508122061PTIM4   ,9,27.7,999.9,320,8.9,12.1,999,9999.9,30.3,99.9,99.9,99.9
200508122181PTIM4   ,9,27.5,999.9,320,6.0,9.9,999,9999.9,30.3,99.9,99.9,99.9
200508122301PTIM4   ,9,27.0,999.9,320,6.0,6.0,999,9999.9,30.3,99.9,99.9,99.9
200508122361PTIM4   ,9,27.1,999.9,320,5.1,6.0,999,9999.9,30.3,99.9,99.9,99.9
200508122481PTIM4   ,9,26.8,999.9,320,5.1,6.0,999,9999.9,30.3,99.9,99.9,99.9
200508122541PTIM4   ,9,26.8,999.9,310,4.1,6.0,999,9999.9,30.3,99.9,99.9,99.9
200508123001PTIM4   ,9,26.4,999.9,280,1.9,5.1,999,9999.9,30.3,99.9,99.9,99.9
200508123061PTIM4   ,9,26.2,999.9,270,4.1,5.1,999,9999.9,30.3,99.9,99.9,99.9
200508123181PTIM4   ,9,26.8,999.9,290,5.1,7.0,999,9999.9,30.3,99.9,99.9,99.9
200508123361PTIM4   ,9,26.2,999.9,280,6.0,8.0,999,9999.9,30.3,99.9,99.9,99.9
200508123481PTIM4   ,9,25.0,999.9,280,6.0,7.0,999,9999.9,30.3,99.9,99.9,99.9
200508123541PTIM4   ,9,24.6,999.9,270,7.0,8.0,999,9999.9,30.3,99.9,99.9,99.9
200508200001PTIM4   ,9,24.6,999.9,270,8.9,9.9,999,9999.9,30.3,99.9,99.9,99.9
200508200061PTIM4   ,9,25.7,999.9,270,8.9,11.1,999,9999.9,30.2,99.9,99.9,99.9
200508200181PTIM4   ,9,24.6,999.9,270,8.9,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508200301PTIM4   ,9,24.3,999.9,270,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508200361PTIM4   ,9,23.7,999.9,280,8.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508200481PTIM4   ,9,23.5,999.9,270,6.0,7.0,999,9999.9,30.3,99.9,99.9,99.9
200508201001PTIM4   ,9,24.4,999.9,270,6.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508201061PTIM4   ,9,25.2,999.9,270,5.1,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508201181PTIM4   ,9,25.3,999.9,260,7.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508201301PTIM4   ,9,25.7,999.9,280,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508201361PTIM4   ,9,24.4,999.9,270,7.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508201481PTIM4   ,9,23.2,999.9,260,7.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508201541PTIM4   ,9,24.3,999.9,260,6.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508202001PTIM4   ,9,25.2,999.9,260,7.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508202061PTIM4   ,9,24.4,999.9,260,7.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508202181PTIM4   ,9,23.5,999.9,270,7.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508202241PTIM4   ,9,23.2,999.9,270,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508202301PTIM4   ,9,22.6,999.9,270,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508202361PTIM4   ,9,20.3,999.9,270,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508202421PTIM4   ,9,20.7,999.9,260,6.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508202481PTIM4   ,9,22.5,999.9,260,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508203001PTIM4   ,9,22.5,999.9,270,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508203061PTIM4   ,9,23.0,999.9,270,6.0,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508203181PTIM4   ,9,22.5,999.9,260,6.0,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508203241PTIM4   ,9,23.0,999.9,260,5.1,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508203301PTIM4   ,9,21.7,999.9,270,6.0,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508203361PTIM4   ,9,22.8,999.9,260,6.0,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508203481PTIM4   ,9,21.9,999.9,260,5.1,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508204001PTIM4   ,9,22.5,999.9,250,5.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508204061PTIM4   ,9,22.5,999.9,260,5.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508204121PTIM4   ,9,23.5,999.9,260,5.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508204181PTIM4   ,9,23.7,999.9,260,4.1,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508204301PTIM4   ,9,23.2,999.9,250,4.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508204361PTIM4   ,9,23.0,999.9,250,4.1,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508204481PTIM4   ,9,23.0,999.9,250,4.1,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508204541PTIM4   ,9,22.8,999.9,240,1.0,4.1,999,9999.9,30.2,99.9,99.9,99.9
200508205001PTIM4   ,9,21.6,999.9,0,0.0,1.0,999,9999.9,30.2,99.9,99.9,99.9
200508205061PTIM4   ,9,23.0,999.9,0,0.0,1.9,999,9999.9,30.2,99.9,99.9,99.9
200508205181PTIM4   ,9,22.3,999.9,0,0.0,0.0,999,9999.9,30.2,99.9,99.9,99.9
200508205241PTIM4   ,9,21.7,999.9,0,0.0,1.0,999,9999.9,30.3,99.9,99.9,99.9
200508205301PTIM4   ,9,21.0,999.9,0,0.0,1.0,999,9999.9,30.3,99.9,99.9,99.9
200508205361PTIM4   ,9,20.5,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508205481PTIM4   ,9,18.3,999.9,0,0.0,1.0,999,9999.9,30.2,99.9,99.9,99.9
200508205541PTIM4   ,9,19.6,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508206001PTIM4   ,9,19.4,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508206061PTIM4   ,9,18.5,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508206181PTIM4   ,9,17.1,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508206241PTIM4   ,9,16.3,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508206301PTIM4   ,9,16.5,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508206361PTIM4   ,9,16.7,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508206481PTIM4   ,9,18.5,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508206541PTIM4   ,9,17.1,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508207001PTIM4   ,9,17.2,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508207061PTIM4   ,9,19.4,999.9,0,0.0,1.0,999,9999.9,30.2,99.9,99.9,99.9
200508207181PTIM4   ,9,19.8,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508207241PTIM4   ,9,19.0,999.9,0,0.0,99.9,999,9999.9,30.2,99.9,99.9,99.9
200508207301PTIM4   ,9,20.3,999.9,0,0.0,1.9,999,9999.9,30.2,99.9,99.9,99.9
200508207361PTIM4   ,9,21.7,999.9,130,1.9,2.9,999,9999.9,30.2,99.9,99.9,99.9
200508207481PTIM4   ,9,23.0,999.9,110,4.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508208001PTIM4   ,9,23.4,999.9,130,4.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508208061PTIM4   ,9,23.7,999.9,130,4.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508208181PTIM4   ,9,23.4,999.9,130,5.1,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508208241PTIM4   ,9,23.4,999.9,130,4.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508208301PTIM4   ,9,23.4,999.9,120,5.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508208361PTIM4   ,9,23.5,999.9,120,4.1,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508208481PTIM4   ,9,23.0,999.9,130,4.1,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508208541PTIM4   ,9,23.0,999.9,140,4.1,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508209001PTIM4   ,9,22.8,999.9,130,4.1,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508209061PTIM4   ,9,23.0,999.9,130,2.9,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508209181PTIM4   ,9,22.6,999.9,130,2.9,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508209241PTIM4   ,9,22.6,999.9,130,4.1,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508209301PTIM4   ,9,22.6,999.9,140,4.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508209361PTIM4   ,9,22.8,999.9,140,2.9,5.1,999,9999.9,30.2,99.9,99.9,99.9
200508209481PTIM4   ,9,22.6,999.9,150,4.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508209541PTIM4   ,9,22.8,999.9,150,4.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508210001PTIM4   ,9,22.5,999.9,130,5.1,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508210061PTIM4   ,9,22.6,999.9,130,5.1,6.0,999,9999.9,30.2,99.9,99.9,99.9
200508210181PTIM4   ,9,22.8,999.9,130,4.1,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508210301PTIM4   ,9,23.2,999.9,130,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508210361PTIM4   ,9,22.8,999.9,130,6.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508210481PTIM4   ,9,22.5,999.9,130,6.0,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508210541PTIM4   ,9,22.6,999.9,130,5.1,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508211001PTIM4   ,9,22.5,999.9,120,5.1,7.0,999,9999.9,30.2,99.9,99.9,99.9
200508211061PTIM4   ,9,22.5,999.9,120,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508211181PTIM4   ,9,22.3,999.9,120,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508211241PTIM4   ,9,22.5,999.9,120,7.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508211301PTIM4   ,9,22.1,999.9,120,7.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508211361PTIM4   ,9,21.9,999.9,120,7.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508211481PTIM4   ,9,21.9,999.9,120,7.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508212001PTIM4   ,9,21.7,999.9,120,8.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508212061PTIM4   ,9,21.9,999.9,120,7.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508212181PTIM4   ,9,22.1,999.9,120,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508212241PTIM4   ,9,22.1,999.9,120,7.0,11.1,999,9999.9,30.2,99.9,99.9,99.9
200508212301PTIM4   ,9,21.9,999.9,120,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508212361PTIM4   ,9,22.3,999.9,120,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508212481PTIM4   ,9,22.5,999.9,120,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508213001PTIM4   ,9,22.6,999.9,120,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508213061PTIM4   ,9,22.3,999.9,120,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508213181PTIM4   ,9,22.1,999.9,120,8.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508213241PTIM4   ,9,22.1,999.9,110,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508213301PTIM4   ,9,22.3,999.9,120,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508213361PTIM4   ,9,22.3,999.9,120,8.0,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508213481PTIM4   ,9,23.4,999.9,120,9.9,12.1,999,9999.9,30.2,99.9,99.9,99.9
200508214001PTIM4   ,9,23.7,999.9,120,9.9,12.1,999,9999.9,30.2,99.9,99.9,99.9
200508214061PTIM4   ,9,23.9,999.9,120,9.9,13.0,999,9999.9,30.2,99.9,99.9,99.9
200508214181PTIM4   ,9,24.1,999.9,120,11.1,14.0,999,9999.9,30.2,99.9,99.9,99.9
200508214301PTIM4   ,9,24.1,999.9,120,12.1,15.0,999,9999.9,30.2,99.9,99.9,99.9
200508214361PTIM4   ,9,24.1,999.9,120,11.1,13.0,999,9999.9,30.2,99.9,99.9,99.9
200508214481PTIM4   ,9,23.9,999.9,120,11.1,12.1,999,9999.9,30.2,99.9,99.9,99.9
200508214541PTIM4   ,9,24.4,999.9,120,11.1,12.1,999,9999.9,30.2,99.9,99.9,99.9
200508215001PTIM4   ,9,24.8,999.9,110,11.1,13.0,999,9999.9,30.2,99.9,99.9,99.9
200508215061PTIM4   ,9,25.0,999.9,110,12.1,13.0,999,9999.9,30.2,99.9,99.9,99.9
200508215181PTIM4   ,9,25.3,999.9,110,11.1,14.0,999,9999.9,30.2,99.9,99.9,99.9
200508215301PTIM4   ,9,25.5,999.9,110,11.1,13.0,999,9999.9,30.2,99.9,99.9,99.9
200508215361PTIM4   ,9,25.7,999.9,110,11.1,12.1,999,9999.9,30.2,99.9,99.9,99.9
200508215481PTIM4   ,9,25.5,999.9,110,11.1,12.1,999,9999.9,30.2,99.9,99.9,99.9
200508215541PTIM4   ,9,25.9,999.9,120,11.1,12.1,999,9999.9,30.2,99.9,99.9,99.9
200508216001PTIM4   ,9,26.2,999.9,110,11.1,12.1,999,9999.9,30.2,99.9,99.9,99.9
200508216061PTIM4   ,9,26.2,999.9,110,11.1,13.0,999,9999.9,30.2,99.9,99.9,99.9
200508216181PTIM4   ,9,26.8,999.9,100,9.9,11.1,999,9999.9,30.2,99.9,99.9,99.9
200508216241PTIM4   ,9,26.8,999.9,100,8.9,11.1,999,9999.9,30.2,99.9,99.9,99.9
200508216301PTIM4   ,9,27.0,999.9,100,8.0,11.1,999,9999.9,30.2,99.9,99.9,99.9
200508216361PTIM4   ,9,27.0,999.9,100,8.9,9.9,999,9999.9,30.2,99.9,99.9,99.9
200508216481PTIM4   ,9,27.3,999.9,90,8.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508216541PTIM4   ,9,27.7,999.9,90,6.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508217001PTIM4   ,9,28.0,999.9,90,7.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508217061PTIM4   ,9,28.6,999.9,90,7.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508217181PTIM4   ,9,28.9,999.9,90,8.0,8.9,999,9999.9,30.1,99.9,99.9,99.9
200508217241PTIM4   ,9,29.1,999.9,100,7.0,8.9,999,9999.9,30.2,99.9,99.9,99.9
200508217301PTIM4   ,9,29.5,999.9,100,7.0,8.0,999,9999.9,30.2,99.9,99.9,99.9
200508217361PTIM4   ,9,29.5,999.9,100,8.0,8.9,999,9999.9,30.1,99.9,99.9,99.9
200508217481PTIM4   ,9,30.2,999.9,110,8.0,8.9,999,9999.9,30.1,99.9,99.9,99.9
200508217541PTIM4   ,9,30.2,999.9,110,7.0,8.0,999,9999.9,30.1,99.9,99.9,99.9
200508218001PTIM4   ,9,30.6,999.9,110,7.0,8.0,999,9999.9,30.1,99.9,99.9,99.9
200508218061PTIM4   ,9,30.7,999.9,110,8.0,8.0,999,9999.9,30.1,99.9,99.9,99.9
200508218181PTIM4   ,9,30.6,999.9,110,8.0,9.9,999,9999.9,30.1,99.9,99.9,99.9
200508218241PTIM4   ,9,30.7,999.9,110,8.0,8.9,999,9999.9,30.1,99.9,99.9,99.9
200508218301PTIM4   ,9,30.7,999.9,110,8.0,8.9,999,9999.9,30.1,99.9,99.9,99.9
200508218361PTIM4   ,9,31.1,999.9,110,8.0,8.0,999,9999.9,30.1,99.9,99.9,99.9
200508218481PTIM4   ,9,31.5,999.9,110,8.9,9.9,999,9999.9,30.1,99.9,99.9,99.9
200508218541PTIM4   ,9,31.6,999.9,110,8.0,9.9,999,9999.9,30.1,99.9,99.9,99.9
200508219001PTIM4   ,9,31.8,999.9,110,8.0,8.9,999,9999.9,30.1,99.9,99.9,99.9
200508219061PTIM4   ,9,32.0,999.9,110,6.0,8.9,999,9999.9,30.1,99.9,99.9,99.9
200508219121PTIM4   ,9,32.4,999.9,100,6.0,7.0,999,9999.9,30.1,99.9,99.9,99.9
200508219181PTIM4   ,9,32.4,999.9,100,6.0,7.0,999,9999.9,30.1,99.9,99.9,99.9
200508219301PTIM4   ,9,32.9,999.9,90,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508219361PTIM4   ,9,33.3,999.9,70,4.1,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508219481PTIM4   ,9,33.4,999.9,60,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508219541PTIM4   ,9,33.1,999.9,70,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508220001PTIM4   ,9,33.4,999.9,60,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508220061PTIM4   ,9,33.3,999.9,60,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508220181PTIM4   ,9,33.6,999.9,70,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508220301PTIM4   ,9,34.9,999.9,70,4.1,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508220361PTIM4   ,9,34.5,999.9,70,4.1,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508220481PTIM4   ,9,35.1,999.9,70,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508221001PTIM4   ,9,34.0,999.9,60,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508221061PTIM4   ,9,33.6,999.9,60,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508221181PTIM4   ,9,33.6,999.9,70,2.9,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508221241PTIM4   ,9,33.6,999.9,50,1.9,2.9,999,9999.9,30.1,99.9,99.9,99.9
200508221301PTIM4   ,9,33.8,999.9,50,2.9,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508221361PTIM4   ,9,33.6,999.9,20,4.1,5.1,999,9999.9,30.0,99.9,99.9,99.9
200508221421PTIM4   ,9,32.4,999.9,10,2.9,5.1,999,9999.9,30.0,99.9,99.9,99.9
200508221481PTIM4   ,9,32.2,999.9,20,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508222001PTIM4   ,9,30.7,999.9,340,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508222061PTIM4   ,9,30.4,999.9,340,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508222181PTIM4   ,9,31.5,999.9,0,0.0,1.9,999,9999.9,30.1,99.9,99.9,99.9
200508222241PTIM4   ,9,31.8,999.9,0,0.0,2.9,999,9999.9,30.1,99.9,99.9,99.9
200508222301PTIM4   ,9,31.8,999.9,0,0.0,1.9,999,9999.9,30.1,99.9,99.9,99.9
200508222361PTIM4   ,9,31.5,999.9,0,0.0,99.9,999,9999.9,30.1,99.9,99.9,99.9
200508222481PTIM4   ,9,30.0,999.9,280,1.9,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508222541PTIM4   ,9,30.9,999.9,270,4.1,6.0,999,9999.9,30.1,99.9,99.9,99.9
200508223001PTIM4   ,9,30.0,999.9,260,5.1,6.0,999,9999.9,30.1,99.9,99.9,99.9
200508223061PTIM4   ,9,27.7,999.9,280,4.1,6.0,999,9999.9,30.1,99.9,99.9,99.9
200508223181PTIM4   ,9,27.9,999.9,290,5.1,8.9,999,9999.9,30.1,99.9,99.9,99.9
200508223241PTIM4   ,9,28.4,999.9,300,4.1,6.0,999,9999.9,30.1,99.9,99.9,99.9
200508223301PTIM4   ,9,27.3,999.9,290,2.9,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508223361PTIM4   ,9,26.1,999.9,270,4.1,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508223481PTIM4   ,9,25.7,999.9,240,2.9,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508223541PTIM4   ,9,26.1,999.9,250,2.9,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508300001PTIM4   ,9,25.9,999.9,250,2.9,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508300061PTIM4   ,9,25.5,999.9,240,2.9,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508300181PTIM4   ,9,26.8,999.9,330,5.1,6.0,999,9999.9,30.1,99.9,99.9,99.9
200508300241PTIM4   ,9,27.7,999.9,240,2.9,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508300301PTIM4   ,9,27.5,999.9,250,1.9,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508300361PTIM4   ,9,28.0,999.9,230,2.9,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508300481PTIM4   ,9,28.4,999.9,220,2.9,5.1,999,9999.9,30.0,99.9,99.9,99.9
200508300541PTIM4   ,9,27.7,999.9,210,4.1,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508301061PTIM4   ,9,27.5,999.9,210,2.9,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508301181PTIM4   ,9,28.0,999.9,230,1.0,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508301241PTIM4   ,9,28.0,999.9,230,1.0,4.1,999,9999.9,30.1,99.9,99.9,99.9
200508301301PTIM4   ,9,28.2,999.9,230,1.0,1.9,999,9999.9,30.0,99.9,99.9,99.9
200508301361PTIM4   ,9,28.4,999.9,200,2.9,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508301481PTIM4   ,9,28.8,999.9,80,4.1,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508302001PTIM4   ,9,28.9,999.9,80,2.9,5.1,999,9999.9,30.1,99.9,99.9,99.9
200508302061PTIM4   ,9,28.6,999.9,140,7.0,8.0,999,9999.9,30.1,99.9,99.9,99.9
200508302181PTIM4   ,9,20.7,999.9,110,5.1,8.0,999,9999.9,30.0,99.9,99.9,99.9
200508302301PTIM4   ,9,22.1,999.9,110,5.1,8.0,999,9999.9,30.0,99.9,99.9,99.9
200508302361PTIM4   ,9,23.0,999.9,130,5.1,7.0,999,9999.9,30.0,99.9,99.9,99.9
200508302481PTIM4   ,9,23.7,999.9,120,5.1,7.0,999,9999.9,30.0,99.9,99.9,99.9
200508302541PTIM4   ,9,25.0,999.9,130,5.1,6.0,999,9999.9,30.0,99.9,99.9,99.9
200508303001PTIM4   ,9,22.8,999.9,170,5.1,5.1,999,9999.9,30.0,99.9,99.9,99.9
200508303061PTIM4   ,9,21.7,999.9,160,6.0,7.0,999,9999.9,30.0,99.9,99.9,99.9
200508303181PTIM4   ,9,25.3,999.9,120,4.1,6.0,999,9999.9,30.0,99.9,99.9,99.9
200508303301PTIM4   ,9,25.5,999.9,140,4.1,5.1,999,9999.9,30.0,99.9,99.9,99.9
200508303361PTIM4   ,9,24.8,999.9,150,5.1,6.0,999,9999.9,30.0,99.9,99.9,99.9
200508303481PTIM4   ,9,22.6,999.9,140,4.1,6.0,999,9999.9,30.1,99.9,99.9,99.9
200508303541PTIM4   ,9,24.1,999.9,130,4.1,6.0,999,9999.9,30.0,99.9,99.9,99.9
200508304001PTIM4   ,9,25.7,999.9,130,4.1,5.1,999,9999.9,30.0,99.9,99.9,99.9
200508304061PTIM4   ,9,26.1,999.9,150,4.1,5.1,999,9999.9,30.0,99.9,99.9,99.9
200508304181PTIM4   ,9,27.1,999.9,0,0.0,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508304241PTIM4   ,9,26.2,999.9,0,0.0,1.9,999,9999.9,30.0,99.9,99.9,99.9
200508304301PTIM4   ,9,27.0,999.9,0,0.0,1.9,999,9999.9,30.0,99.9,99.9,99.9
200508304361PTIM4   ,9,26.8,999.9,0,0.0,1.9,999,9999.9,30.0,99.9,99.9,99.9
200508304421PTIM4   ,9,23.5,999.9,150,2.9,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508304481PTIM4   ,9,21.2,999.9,150,1.0,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508305001PTIM4   ,9,25.3,999.9,0,0.0,0.0,999,9999.9,30.0,99.9,99.9,99.9
200508305061PTIM4   ,9,24.3,999.9,20,4.1,5.1,999,9999.9,30.0,99.9,99.9,99.9
200508305181PTIM4   ,9,20.1,999.9,30,4.1,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508305301PTIM4   ,9,21.2,999.9,10,4.1,5.1,999,9999.9,30.0,99.9,99.9,99.9
200508305361PTIM4   ,9,23.2,999.9,360,4.1,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508305481PTIM4   ,9,23.7,999.9,0,0.0,4.1,999,9999.9,30.0,99.9,99.9,99.9
200508306001PTIM4   ,9,21.9,999.9,10,5.1,6.0,999,9999.9,30.0,99.9,99.9,99.9
200508306061PTIM4   ,9,20.8,999.9,20,5.1,6.0,999,9999.9,30.0,99.9,99.9,99.9
200508306181PTIM4   ,9,20.8,999.9,10,6.0,6.0,999,9999.9,30.0,99.9,99.9,99.9
200508306241PTIM4   ,9,21.2,999.9,20,4.1,6.0,999,9999.9,30.0,99.9,99.9,99.9
