yyyydddhhmm_ID,dunno,airTemperature  ,dewPoint               ,windDirection          ,windSpeed              ,maximumWindGust       ,cloudCover             ,solarRadiation         ,barometricPressure     ,waterTemperature       ,significantWaveHeight ,wavePeriod   
200501121064PTIM4   ,9,19.0,999.9,108,17.3,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501121184PTIM4   ,9,19.9,999.9,107,15.6,19.0,999,9999.9,30.1,43.0,99.9,99.9
200501121304PTIM4   ,9,19.9,999.9,105,16.5,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501121484PTIM4   ,9,19.9,999.9,105,15.6,18.3,999,9999.9,30.1,43.0,99.9,99.9
200501122004PTIM4   ,9,19.9,999.9,99,15.6,18.3,999,9999.9,30.1,43.0,99.9,99.9
200501122064PTIM4   ,9,19.9,999.9,105,16.5,19.0,999,9999.9,30.1,43.0,99.9,99.9
200501122184PTIM4   ,9,19.9,999.9,101,16.5,19.0,999,9999.9,30.1,43.0,99.9,99.9
200501122364PTIM4   ,9,19.9,999.9,105,16.5,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501122484PTIM4   ,9,19.9,999.9,104,17.3,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501123004PTIM4   ,9,19.9,999.9,104,17.3,20.8,999,9999.9,30.1,43.0,99.9,99.9
200501123124PTIM4   ,9,19.9,999.9,103,16.5,19.0,999,9999.9,30.1,43.0,99.9,99.9
200501123184PTIM4   ,9,21.0,999.9,108,17.3,20.8,999,9999.9,30.1,44.1,99.9,99.9
200501123364PTIM4   ,9,19.9,999.9,108,16.5,20.8,999,9999.9,30.1,43.0,99.9,99.9
200501123484PTIM4   ,9,19.9,999.9,106,16.5,19.0,999,9999.9,30.1,43.0,99.9,99.9
200501200004PTIM4   ,9,21.0,999.9,106,17.3,19.0,999,9999.9,30.1,43.0,99.9,99.9
200501200064PTIM4   ,9,21.0,999.9,103,18.3,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501200184PTIM4   ,9,21.0,999.9,109,15.6,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501200304PTIM4   ,9,21.0,999.9,107,16.5,20.8,999,9999.9,30.1,43.0,99.9,99.9
200501200364PTIM4   ,9,21.0,999.9,105,18.3,22.5,999,9999.9,30.1,43.0,99.9,99.9
200501200544PTIM4   ,9,21.0,999.9,105,16.5,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501203004PTIM4   ,9,21.9,999.9,103,18.3,21.8,999,9999.9,30.1,43.0,99.9,99.9
200501204004PTIM4   ,9,21.9,999.9,104,16.5,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501204364PTIM4   ,9,21.9,999.9,96,18.3,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501204484PTIM4   ,9,23.0,999.9,96,18.3,20.8,999,9999.9,30.1,43.0,99.9,99.9
200501205004PTIM4   ,9,23.0,999.9,101,17.3,20.0,999,9999.9,30.1,43.0,99.9,99.9
200501205184PTIM4   ,9,23.0,999.9,103,20.0,22.5,999,9999.9,30.1,43.0,99.9,99.9
200501205484PTIM4   ,9,23.0,999.9,108,20.8,25.3,999,9999.9,30.0,43.0,99.9,99.9
200501206004PTIM4   ,9,23.0,999.9,108,18.3,22.5,999,9999.9,30.0,43.0,99.9,99.9
200501206064PTIM4   ,9,23.0,999.9,108,18.3,21.8,999,9999.9,30.0,43.0,99.9,99.9
200501206184PTIM4   ,9,23.0,999.9,105,19.0,20.8,999,9999.9,30.0,43.0,99.9,99.9
200501206304PTIM4   ,9,23.0,999.9,105,18.3,24.3,999,9999.9,30.0,43.0,99.9,99.9
200501206484PTIM4   ,9,23.0,999.9,98,15.6,20.8,999,9999.9,30.0,43.0,99.9,99.9
200501207004PTIM4   ,9,23.0,999.9,107,17.3,20.0,999,9999.9,30.0,43.0,99.9,99.9
200501207064PTIM4   ,9,23.0,999.9,113,16.5,20.0,999,9999.9,30.0,43.0,99.9,99.9
200501207184PTIM4   ,9,23.0,999.9,106,16.5,20.8,999,9999.9,30.0,43.0,99.9,99.9
200501207364PTIM4   ,9,23.0,999.9,106,17.3,21.8,999,9999.9,30.0,44.1,99.9,99.9
200501207484PTIM4   ,9,24.1,999.9,105,17.3,20.8,999,9999.9,30.0,43.0,99.9,99.9
200501208004PTIM4   ,9,23.0,999.9,103,19.0,21.8,999,9999.9,30.0,43.0,99.9,99.9
200501208184PTIM4   ,9,24.1,999.9,96,18.3,20.8,999,9999.9,30.0,43.0,99.9,99.9
200501208364PTIM4   ,9,24.1,999.9,103,20.0,24.3,999,9999.9,30.0,43.0,99.9,99.9
200501208484PTIM4   ,9,24.1,999.9,106,19.0,24.3,999,9999.9,30.0,43.0,99.9,99.9
200501209004PTIM4   ,9,24.1,999.9,103,20.8,23.5,999,9999.9,30.0,43.0,99.9,99.9
200501209184PTIM4   ,9,24.1,999.9,104,17.3,22.5,999,9999.9,30.0,43.0,99.9,99.9
200501209304PTIM4   ,9,25.0,999.9,102,18.3,20.0,999,9999.9,30.0,43.0,99.9,99.9
200501209484PTIM4   ,9,25.0,999.9,96,17.3,21.8,999,9999.9,30.0,43.0,99.9,99.9
200501210004PTIM4   ,9,25.0,999.9,94,18.3,20.8,999,9999.9,30.0,43.0,99.9,99.9
200501210184PTIM4   ,9,25.0,999.9,108,19.0,21.8,999,9999.9,30.0,44.1,99.9,99.9
200501210484PTIM4   ,9,25.0,999.9,103,22.5,24.3,999,9999.9,29.9,43.0,99.9,99.9
200501211004PTIM4   ,9,26.1,999.9,102,20.0,22.5,999,9999.9,29.9,43.0,99.9,99.9
200501211184PTIM4   ,9,25.0,999.9,99,20.0,22.5,999,9999.9,29.9,43.0,99.9,99.9
200501211364PTIM4   ,9,26.1,999.9,102,20.0,23.5,999,9999.9,29.9,43.0,99.9,99.9
200501212004PTIM4   ,9,25.0,999.9,108,23.5,26.0,999,9999.9,29.9,43.0,99.9,99.9
200501212064PTIM4   ,9,25.0,999.9,108,22.5,27.0,999,9999.9,29.9,43.0,99.9,99.9
200501212184PTIM4   ,9,26.1,999.9,105,22.5,25.3,999,9999.9,29.9,43.0,99.9,99.9
200501212244PTIM4   ,9,25.0,999.9,99,24.3,27.0,999,9999.9,29.9,43.0,99.9,99.9
200501212364PTIM4   ,9,25.0,999.9,105,21.8,27.0,999,9999.9,29.9,43.0,99.9,99.9
200501212544PTIM4   ,9,25.0,999.9,105,21.8,25.3,999,9999.9,29.9,43.0,99.9,99.9
200501213004PTIM4   ,9,25.0,999.9,102,22.5,25.3,999,9999.9,29.9,43.0,99.9,99.9
200501213364PTIM4   ,9,25.0,999.9,103,21.8,27.0,999,9999.9,29.9,43.0,99.9,99.9
200501214004PTIM4   ,9,25.0,999.9,102,23.5,27.0,999,9999.9,29.8,43.0,99.9,99.9
200501214004PTIM4   ,9,25.0,999.9,102,23.5,27.0,999,9999.9,29.9,43.0,99.9,99.9
200501214184PTIM4   ,9,25.0,999.9,98,22.5,25.3,999,9999.9,29.8,43.0,99.9,99.9
200501214364PTIM4   ,9,25.0,999.9,104,23.5,26.0,999,9999.9,29.8,43.0,99.9,99.9
200501215004PTIM4   ,9,26.1,999.9,102,24.3,28.8,999,9999.9,29.8,43.0,99.9,99.9
200501215184PTIM4   ,9,26.1,999.9,101,24.3,27.0,999,9999.9,29.8,43.0,99.9,99.9
200501215484PTIM4   ,9,26.1,999.9,107,25.3,28.8,999,9999.9,29.8,43.0,99.9,99.9
200501216004PTIM4   ,9,26.1,999.9,106,25.3,28.8,999,9999.9,29.8,43.0,99.9,99.9
200501216064PTIM4   ,9,26.1,999.9,103,24.3,27.0,999,9999.9,29.8,43.0,99.9,99.9
200501216184PTIM4   ,9,26.1,999.9,108,23.5,27.8,999,9999.9,29.8,43.0,99.9,99.9
200501216364PTIM4   ,9,26.1,999.9,109,24.3,28.8,999,9999.9,29.8,43.0,99.9,99.9
200501216484PTIM4   ,9,26.1,999.9,108,24.3,29.5,999,9999.9,29.8,43.0,99.9,99.9
200501217004PTIM4   ,9,26.1,999.9,110,23.5,30.3,999,9999.9,29.7,43.0,99.9,99.9
200501217004PTIM4   ,9,26.1,999.9,110,23.5,30.3,999,9999.9,29.7,44.1,99.9,99.9
200501217184PTIM4   ,9,26.1,999.9,115,19.0,27.8,999,9999.9,29.7,43.0,99.9,99.9
200501217364PTIM4   ,9,26.1,999.9,110,24.3,28.8,999,9999.9,29.7,43.0,99.9,99.9
200501217484PTIM4   ,9,26.1,999.9,111,27.8,31.3,999,9999.9,29.7,43.0,99.9,99.9
200501218004PTIM4   ,9,26.1,999.9,109,27.8,33.0,999,9999.9,29.7,43.0,99.9,99.9
200501218064PTIM4   ,9,26.1,999.9,110,26.0,32.1,999,9999.9,29.7,43.0,99.9,99.9
200501218184PTIM4   ,9,26.1,999.9,109,26.0,31.3,999,9999.9,29.7,43.0,99.9,99.9
200501218484PTIM4   ,9,26.1,999.9,113,23.5,28.8,999,9999.9,29.7,43.0,99.9,99.9
200501219004PTIM4   ,9,26.1,999.9,110,22.5,29.5,999,9999.9,29.6,43.0,99.9,99.9
200501219064PTIM4   ,9,26.1,999.9,108,22.5,28.8,999,9999.9,29.6,43.0,99.9,99.9
200501219184PTIM4   ,9,25.0,999.9,108,20.8,24.3,999,9999.9,29.6,43.0,99.9,99.9
200501219484PTIM4   ,9,26.1,999.9,107,19.0,21.8,999,9999.9,29.6,43.0,99.9,99.9
200501220004PTIM4   ,9,26.1,999.9,107,20.0,22.5,999,9999.9,29.6,43.0,99.9,99.9
200501220184PTIM4   ,9,26.1,999.9,106,18.3,20.8,999,9999.9,29.6,43.0,99.9,99.9
200501220364PTIM4   ,9,26.1,999.9,106,16.5,20.8,999,9999.9,29.6,43.0,99.9,99.9
200501220484PTIM4   ,9,26.1,999.9,110,16.5,20.0,999,9999.9,29.6,43.0,99.9,99.9
200501221004PTIM4   ,9,26.1,999.9,108,15.6,19.0,999,9999.9,29.6,43.0,99.9,99.9
200501221064PTIM4   ,9,26.1,999.9,112,14.8,19.0,999,9999.9,29.6,43.0,99.9,99.9
200501221184PTIM4   ,9,27.0,999.9,109,14.0,16.5,999,9999.9,29.6,43.0,99.9,99.9
200501221244PTIM4   ,9,27.0,999.9,106,11.3,14.8,999,9999.9,29.6,43.0,99.9,99.9
200501221484PTIM4   ,9,27.0,999.9,103,17.3,20.0,999,9999.9,29.6,43.0,99.9,99.9
200501222004PTIM4   ,9,28.0,999.9,100,17.3,19.0,999,9999.9,29.5,43.0,99.9,99.9
200501222064PTIM4   ,9,28.0,999.9,101,16.5,18.3,999,9999.9,29.5,43.0,99.9,99.9
200501222184PTIM4   ,9,28.9,999.9,102,14.8,17.3,999,9999.9,29.5,43.0,99.9,99.9
200501222484PTIM4   ,9,28.9,999.9,102,7.8,9.5,999,9999.9,29.5,43.0,99.9,99.9
200501223004PTIM4   ,9,30.0,999.9,100,7.0,7.8,999,9999.9,29.5,43.0,99.9,99.9
200501223064PTIM4   ,9,30.0,999.9,102,6.0,7.0,999,9999.9,29.5,43.0,99.9,99.9
200501223184PTIM4   ,9,30.0,999.9,100,4.3,6.0,999,9999.9,29.5,43.0,99.9,99.9
200501223364PTIM4   ,9,30.9,999.9,96,3.5,3.5,999,9999.9,29.5,43.0,99.9,99.9
200501223484PTIM4   ,9,30.9,999.9,97,3.5,3.5,999,9999.9,29.5,43.0,99.9,99.9
200501300004PTIM4   ,9,30.9,999.9,100,3.5,3.5,999,9999.9,29.5,43.0,99.9,99.9
200501300184PTIM4   ,09 9,99.9,999.9,101,18.3,20.8,999,9999.9,29.5,43.0,99.9,99.9
200501300364PTIM4   ,09 9,99.9,999.9,96,15.6,20.0,999,9999.9,29.5,43.0,99.9,99.9
200501300484PTIM4   ,09 9,99.9,999.9,91,10.5,20.0,999,9999.9,29.5,44.1,99.9,99.9
200501301004PTIM4   ,9,32.0,999.9,86,13.0,20.0,999,9999.9,29.5,43.0,99.9,99.9
200501301184PTIM4   ,9,32.0,999.9,92,16.5,18.3,999,9999.9,29.5,43.0,99.9,99.9
200501301484PTIM4   ,9,33.1,999.9,107,13.0,18.3,999,9999.9,29.5,43.0,99.9,99.9
200501302004PTIM4   ,9,33.1,999.9,107,13.0,15.6,999,9999.9,29.5,43.0,99.9,99.9
200501302064PTIM4   ,9,33.1,999.9,120,7.8,16.5,999,9999.9,29.5,43.0,99.9,99.9
200501302184PTIM4   ,9,33.1,999.9,98,14.8,17.3,999,9999.9,29.5,43.0,99.9,99.9
200501302484PTIM4   ,9,33.1,999.9,100,9.5,14.8,999,9999.9,29.5,43.0,99.9,99.9
200501303004PTIM4   ,9,34.0,999.9,105,8.7,9.5,999,9999.9,29.5,43.0,99.9,99.9
200501303184PTIM4   ,9,34.0,999.9,121,5.2,7.8,999,9999.9,29.5,43.0,99.9,99.9
200501303364PTIM4   ,9,34.0,999.9,105,4.3,5.2,999,9999.9,29.5,43.0,99.9,99.9
200501303484PTIM4   ,9,34.0,999.9,86,7.0,7.8,999,9999.9,29.5,43.0,99.9,99.9
200501304004PTIM4   ,9,35.1,999.9,72,6.0,7.8,999,9999.9,29.5,43.0,99.9,99.9
200501304184PTIM4   ,9,34.0,999.9,95,5.2,7.0,999,9999.9,29.5,43.0,99.9,99.9
200501304484PTIM4   ,9,35.1,999.9,159,2.5,3.5,999,9999.9,29.5,43.0,99.9,99.9
200501304544PTIM4   ,9,35.1,999.9,182,1.7,3.5,999,9999.9,29.5,43.0,99.9,99.9
200501305004PTIM4   ,9,37.0,999.9,999,99.9,99.9,999,9999.9,29.5,43.0,99.9,99.9
200501305184PTIM4   ,9,37.9,999.9,225,5.2,9.5,999,9999.9,29.5,43.0,99.9,99.9
200501305484PTIM4   ,9,37.9,999.9,246,3.5,7.0,999,9999.9,29.5,43.0,99.9,99.9
200501306004PTIM4   ,9,37.0,999.9,249,5.2,7.8,999,9999.9,29.5,43.0,99.9,99.9
200501306064PTIM4   ,9,37.0,999.9,229,1.7,7.0,999,9999.9,29.5,43.0,99.9,99.9
200501306184PTIM4   ,9,37.0,999.9,252,1.7,5.2,999,9999.9,29.5,43.0,99.9,99.9
200501306364PTIM4   ,9,36.0,999.9,228,0.8,4.3,999,9999.9,29.5,44.1,99.9,99.9
200501306484PTIM4   ,9,36.0,999.9,253,1.7,4.3,999,9999.9,29.5,43.0,99.9,99.9
200501307004PTIM4   ,9,36.0,999.9,249,2.5,3.5,999,9999.9,29.5,43.0,99.9,99.9
200501307184PTIM4   ,9,36.0,999.9,245,3.5,6.0,999,9999.9,29.5,43.0,99.9,99.9
200501307364PTIM4   ,9,35.1,999.9,244,4.3,7.0,999,9999.9,29.5,43.0,99.9,99.9
200501307484PTIM4   ,9,35.1,999.9,245,3.5,5.2,999,9999.9,29.5,43.0,99.9,99.9
200501308004PTIM4   ,9,36.0,999.9,241,5.2,6.0,999,9999.9,29.5,43.0,99.9,99.9
200501308184PTIM4   ,9,35.1,999.9,247,1.7,7.0,999,9999.9,29.5,43.0,99.9,99.9
200501308364PTIM4   ,9,35.1,999.9,247,3.5,5.2,999,9999.9,29.5,43.0,99.9,99.9
200501308484PTIM4   ,9,35.1,999.9,248,4.3,6.0,999,9999.9,29.5,43.0,99.9,99.9
200501309004PTIM4   ,9,35.1,999.9,245,4.3,7.0,999,9999.9,29.5,43.0,99.9,99.9
200501309064PTIM4   ,9,35.1,999.9,249,6.0,9.5,999,9999.9,29.5,43.0,99.9,99.9
200501309184PTIM4   ,9,35.1,999.9,247,5.2,8.7,999,9999.9,29.5,43.0,99.9,99.9
200501309304PTIM4   ,9,35.1,999.9,251,4.3,8.7,999,9999.9,29.5,43.0,99.9,99.9
200501309484PTIM4   ,9,35.1,999.9,251,7.8,10.5,999,9999.9,29.5,43.0,99.9,99.9
200501310004PTIM4   ,9,35.1,999.9,266,11.3,13.0,999,9999.9,29.5,43.0,99.9,99.9
200501310064PTIM4   ,9,35.1,999.9,273,11.3,14.0,999,9999.9,29.5,43.0,99.9,99.9
200501310184PTIM4   ,9,35.1,999.9,281,10.5,12.2,999,9999.9,29.5,43.0,99.9,99.9
200501310364PTIM4   ,9,35.1,999.9,289,14.0,18.3,999,9999.9,29.5,43.0,99.9,99.9
200501310484PTIM4   ,9,34.0,999.9,283,12.2,14.0,999,9999.9,29.6,43.0,99.9,99.9
200501311004PTIM4   ,9,34.0,999.9,287,13.0,19.0,999,9999.9,29.6,43.0,99.9,99.9
200501311184PTIM4   ,9,34.0,999.9,280,12.2,15.6,999,9999.9,29.6,43.0,99.9,99.9
200501311364PTIM4   ,9,34.0,999.9,280,13.0,14.8,999,9999.9,29.6,43.0,99.9,99.9
200501311484PTIM4   ,9,34.0,999.9,279,13.0,14.8,999,9999.9,29.6,43.0,99.9,99.9
200501312004PTIM4   ,9,34.0,999.9,275,14.0,16.5,999,9999.9,29.6,43.0,99.9,99.9
200501312184PTIM4   ,9,34.0,999.9,276,14.0,16.5,999,9999.9,29.6,43.0,99.9,99.9
200501312484PTIM4   ,9,34.0,999.9,279,15.6,17.3,999,9999.9,29.6,43.0,99.9,99.9
200501313004PTIM4   ,9,34.0,999.9,278,14.8,17.3,999,9999.9,29.6,43.0,99.9,99.9
200501313064PTIM4   ,9,34.0,999.9,277,14.8,16.5,999,9999.9,29.6,43.0,99.9,99.9
200501313184PTIM4   ,9,33.1,999.9,277,14.8,17.3,999,9999.9,29.6,44.1,99.9,99.9
200501313484PTIM4   ,9,33.1,999.9,287,14.8,17.3,999,9999.9,29.6,43.0,99.9,99.9
200501314004PTIM4   ,9,33.1,999.9,292,15.6,19.0,999,9999.9,29.5,43.0,99.9,99.9
200501314184PTIM4   ,9,33.1,999.9,284,14.0,16.5,999,9999.9,29.6,43.0,99.9,99.9
200501314364PTIM4   ,9,33.1,999.9,287,17.3,21.8,999,9999.9,29.6,43.0,99.9,99.9
200501314484PTIM4   ,9,34.0,999.9,284,15.6,17.3,999,9999.9,29.6,43.0,99.9,99.9
200501315004PTIM4   ,9,33.1,999.9,281,14.8,16.5,999,9999.9,29.6,43.0,99.9,99.9
200501315184PTIM4   ,9,33.1,999.9,282,14.8,20.8,999,9999.9,29.6,43.0,99.9,99.9
200501315364PTIM4   ,9,33.1,999.9,290,17.3,22.5,999,9999.9,29.6,43.0,99.9,99.9
200501315484PTIM4   ,9,33.1,999.9,285,17.3,20.8,999,9999.9,29.6,43.0,99.9,99.9
200501316064PTIM4   ,9,33.1,999.9,287,18.3,23.5,999,9999.9,29.6,43.0,99.9,99.9
200501316184PTIM4   ,9,33.1,999.9,286,18.3,24.3,999,9999.9,29.6,43.0,99.9,99.9
200501316244PTIM4   ,9,33.1,999.9,289,19.0,24.3,999,9999.9,29.6,43.0,99.9,99.9
200501317004PTIM4   ,9,33.1,999.9,288,17.3,20.0,999,9999.9,29.6,43.0,99.9,99.9
200501318004PTIM4   ,9,32.0,999.9,288,17.3,21.8,999,9999.9,29.6,43.0,99.9,99.9
200501318484PTIM4   ,09 9,99.9,999.9,291,19.0,24.3,999,9999.9,29.6,43.0,99.9,99.9
200501319004PTIM4   ,9,32.0,999.9,287,17.3,23.5,999,9999.9,29.7,43.0,99.9,99.9
200501319004PTIM4   ,9,30.9,999.9,287,17.3,23.5,999,9999.9,29.6,43.0,99.9,99.9
200501319184PTIM4   ,9,30.9,999.9,275,20.0,24.3,999,9999.9,29.6,43.0,99.9,99.9
200501319364PTIM4   ,9,30.9,999.9,281,16.5,20.0,999,9999.9,29.7,43.0,99.9,99.9
200501319484PTIM4   ,9,30.9,999.9,282,18.3,24.3,999,9999.9,29.7,43.0,99.9,99.9
200501320004PTIM4   ,9,30.0,999.9,287,20.0,27.8,999,9999.9,29.7,43.0,99.9,99.9
200501320064PTIM4   ,9,30.0,999.9,292,24.3,29.5,999,9999.9,29.7,43.0,99.9,99.9
200501320184PTIM4   ,9,30.0,999.9,292,21.8,27.8,999,9999.9,29.7,43.0,99.9,99.9
200501320304PTIM4   ,9,28.9,999.9,284,20.0,24.3,999,9999.9,29.7,43.0,99.9,99.9
200501320484PTIM4   ,9,28.9,999.9,287,20.0,26.0,999,9999.9,29.7,43.0,99.9,99.9
200501321004PTIM4   ,9,28.0,999.9,280,20.8,29.5,999,9999.9,29.7,43.0,99.9,99.9
200501321064PTIM4   ,9,28.0,999.9,280,20.8,25.3,999,9999.9,29.7,43.0,99.9,99.9
200501321184PTIM4   ,9,28.0,999.9,278,21.8,26.0,999,9999.9,29.7,43.0,99.9,99.9
200501321364PTIM4   ,9,27.0,999.9,278,21.8,24.3,999,9999.9,29.7,43.0,99.9,99.9
200501321484PTIM4   ,9,27.0,999.9,281,21.8,25.3,999,9999.9,29.7,43.0,99.9,99.9
200501322004PTIM4   ,9,26.1,999.9,288,23.5,30.3,999,9999.9,29.7,43.0,99.9,99.9
200501322004PTIM4   ,9,26.1,999.9,288,23.5,30.3,999,9999.9,29.8,43.0,99.9,99.9
200501322184PTIM4   ,9,26.1,999.9,287,22.5,26.0,999,9999.9,29.8,43.0,99.9,99.9
200501322364PTIM4   ,9,24.1,999.9,288,22.5,32.1,999,9999.9,29.8,43.0,99.9,99.9
200501322484PTIM4   ,9,24.1,999.9,279,22.5,27.0,999,9999.9,29.8,43.0,99.9,99.9
200501323004PTIM4   ,9,24.1,999.9,283,21.8,27.0,999,9999.9,29.8,43.0,99.9,99.9
200501323064PTIM4   ,9,24.1,999.9,273,23.5,29.5,999,9999.9,29.8,43.0,99.9,99.9
200501323184PTIM4   ,9,23.0,999.9,273,25.3,30.3,999,9999.9,29.8,43.0,99.9,99.9
200501323304PTIM4   ,9,21.9,999.9,275,23.5,28.8,999,9999.9,29.8,43.0,99.9,99.9
200501323484PTIM4   ,9,21.9,999.9,277,22.5,29.5,999,9999.9,29.8,43.0,99.9,99.9
200501400004PTIM4   ,9,21.0,999.9,278,20.8,27.8,999,9999.9,29.8,43.0,99.9,99.9
200501400064PTIM4   ,9,21.0,999.9,273,21.8,27.8,999,9999.9,29.8,43.0,99.9,99.9
200501400184PTIM4   ,9,21.0,999.9,272,20.8,27.8,999,9999.9,29.9,43.0,99.9,99.9
200501400484PTIM4   ,9,19.9,999.9,276,20.0,26.0,999,9999.9,29.9,43.0,99.9,99.9
200501401004PTIM4   ,9,19.9,999.9,275,22.5,27.8,999,9999.9,29.9,43.0,99.9,99.9
200501401064PTIM4   ,9,19.9,999.9,266,27.8,32.1,999,9999.9,29.9,43.0,99.9,99.9
200501401184PTIM4   ,9,19.9,999.9,277,21.8,29.5,999,9999.9,29.9,43.0,99.9,99.9
200501401244PTIM4   ,9,19.9,999.9,277,21.8,30.3,999,9999.9,29.9,43.0,99.9,99.9
200501401364PTIM4   ,9,19.9,999.9,265,26.0,30.3,999,9999.9,29.9,43.0,99.9,99.9
200501402244PTIM4   ,9,19.0,999.9,267,25.3,31.3,999,9999.9,29.9,43.0,99.9,99.9
200501402544PTIM4   ,9,17.1,999.9,268,23.5,33.8,999,9999.9,29.9,43.0,99.9,99.9
200501407004PTIM4   ,9,12.0,999.9,254,18.3,33.0,999,9999.9,30.1,43.0,99.9,99.9
200501408004PTIM4   ,9,12.0,999.9,276,24.3,34.8,999,9999.9,30.1,43.0,99.9,99.9
200501408064PTIM4   ,9,12.0,999.9,272,20.0,31.3,999,9999.9,30.1,43.0,99.9,99.9
200501408184PTIM4   ,9,12.0,999.9,249,14.8,27.8,999,9999.9,30.1,43.0,99.9,99.9
200501408364PTIM4   ,9,7.0,999.9,225,8.7,12.2,999,9999.9,30.1,43.0,99.9,99.9
200501408484PTIM4   ,9,5.0,999.9,236,7.0,13.0,999,9999.9,30.1,43.0,99.9,99.9
200501409004PTIM4   ,9,3.9,999.9,235,7.8,13.0,999,9999.9,30.1,43.0,99.9,99.9
200501409184PTIM4   ,9,3.0,999.9,232,8.7,13.0,999,9999.9,30.1,43.0,99.9,99.9
200501409484PTIM4   ,9,3.0,999.9,232,8.7,14.8,999,9999.9,30.2,43.0,99.9,99.9
200501410004PTIM4   ,9,3.0,999.9,233,6.0,14.0,999,9999.9,30.2,43.0,99.9,99.9
200501410064PTIM4   ,9,3.0,999.9,236,8.7,15.6,999,9999.9,30.2,43.0,99.9,99.9
200501410184PTIM4   ,9,1.9,999.9,239,7.0,12.2,999,9999.9,30.2,43.0,99.9,99.9
200501410304PTIM4   ,9,1.9,999.9,236,7.8,14.8,999,9999.9,30.2,43.0,99.9,99.9
200501410484PTIM4   ,9,1.9,999.9,236,8.7,16.5,999,9999.9,30.2,43.0,99.9,99.9
200501411004PTIM4   ,9,1.9,999.9,235,9.5,15.6,999,9999.9,30.2,43.0,99.9,99.9
200501411064PTIM4   ,9,1.9,999.9,238,8.7,15.6,999,9999.9,30.2,43.0,99.9,99.9
200501411184PTIM4   ,9,1.9,999.9,241,9.5,15.6,999,9999.9,30.2,43.0,99.9,99.9
200501411364PTIM4   ,9,1.0,999.9,238,11.3,16.5,999,9999.9,30.2,43.0,99.9,99.9
200501411484PTIM4   ,9,1.9,999.9,239,13.0,20.0,999,9999.9,30.2,43.0,99.9,99.9
200501412004PTIM4   ,9,1.0,999.9,238,10.5,16.5,999,9999.9,30.2,43.0,99.9,99.9
200501412184PTIM4   ,9,1.0,999.9,245,8.7,14.8,999,9999.9,30.2,43.0,99.9,99.9
200501412364PTIM4   ,9,1.0,999.9,241,9.5,14.8,999,9999.9,30.2,43.0,99.9,99.9
200501412484PTIM4   ,9,1.0,999.9,234,11.3,20.0,999,9999.9,30.2,43.0,99.9,99.9
200501413184PTIM4   ,9,1.0,999.9,238,10.5,15.6,999,9999.9,30.3,43.0,99.9,99.9
200501413484PTIM4   ,9,1.0,999.9,240,11.3,18.3,999,9999.9,30.3,43.0,99.9,99.9
200501414064PTIM4   ,9,1.0,999.9,237,12.2,18.3,999,9999.9,30.3,43.0,99.9,99.9
200501414184PTIM4   ,9,1.0,999.9,238,13.0,20.0,999,9999.9,30.3,43.0,99.9,99.9
200501414364PTIM4   ,9,1.0,999.9,237,9.5,14.8,999,9999.9,30.3,43.0,99.9,99.9
200501414484PTIM4   ,9,1.0,999.9,237,9.5,20.0,999,9999.9,30.3,43.0,99.9,99.9
200501415124PTIM4   ,9,1.9,999.9,241,8.7,14.8,999,9999.9,30.3,43.0,99.9,99.9
200501415184PTIM4   ,9,1.9,999.9,242,7.8,11.3,999,9999.9,30.3,43.0,99.9,99.9
200501415364PTIM4   ,9,3.0,999.9,240,7.8,14.0,999,9999.9,30.3,43.0,99.9,99.9
200501415484PTIM4   ,9,3.0,999.9,241,7.8,14.8,999,9999.9,30.3,43.0,99.9,99.9
200501416184PTIM4   ,9,3.9,999.9,247,8.7,15.6,999,9999.9,30.3,43.0,99.9,99.9
200501416244PTIM4   ,9,3.9,999.9,239,7.8,14.8,999,9999.9,30.4,43.0,99.9,99.9
200501416364PTIM4   ,9,5.0,999.9,243,11.3,17.3,999,9999.9,30.3,43.0,99.9,99.9
200501416484PTIM4   ,9,6.1,999.9,240,11.3,16.5,999,9999.9,30.3,43.0,99.9,99.9
200501417184PTIM4   ,9,7.0,999.9,245,12.2,17.3,999,9999.9,30.3,43.0,99.9,99.9
200501417364PTIM4   ,9,7.0,999.9,249,10.5,19.0,999,9999.9,30.3,43.0,99.9,99.9
200501417484PTIM4   ,9,8.1,999.9,246,12.2,19.0,999,9999.9,30.3,43.0,99.9,99.9
200501418004PTIM4   ,9,9.0,999.9,246,8.7,16.5,999,9999.9,30.3,43.0,99.9,99.9
200501418064PTIM4   ,9,9.0,999.9,240,14.8,22.5,999,9999.9,30.3,43.0,99.9,99.9
200501418184PTIM4   ,9,9.0,999.9,242,11.3,16.5,999,9999.9,30.3,43.0,99.9,99.9
200501418364PTIM4   ,9,9.0,999.9,241,10.5,16.5,999,9999.9,30.4,43.0,99.9,99.9
